e1,e2,sim,label,annotated
kaletra,allegra,71,0,manually
tramadol,estradiol,71,0,pubmed_formula
gestodene,estrogen,71,0,pubmed_formula
vitamin e,ketamine,71,0,pubmed_formula
fentayl,alfentanil,71,0,manually
ethanol,ethambutol,71,0,pubmed_formula
potassium depleting diuretics,magnesium sparing diuretics,71,0,manually
kaletra,alfenta,71,0,manually
fentayl,alfenta,71,0,manually
welchol,alcohol,71,0,pubmed_formula
factrel,factive,71,0,pubmed_formula
aminoglycosidic antibiotics,macrolide antibiotics,71,0,manually
endotoxin,ethotoin,71,0,pubmed_formula
oruvail,foradil,71,0,pubmed_formula
oxaprozin,loxapine,71,0,pubmed_formula
ofloxacin,loxapine,71,0,pubmed_formula
methanol,ethyol,71,0,pubmed_formula
avastin,lovastatin,71,0,manually
alpha-adrenergic blocking agents,adrenergic blockers,71,0,manually
lodine,iopidine,71,0,pubmed_formula
phenobarbital sodium,heparin sodium,71,0,pubmed_formula
cordarone,copaxone,71,0,manually
tricor,trichlorfon,71,0,pubmed_formula
hydroxylamine,hydroxychloroquine,71,0,pubmed_formula
diuril,hydrodiuril,71,0,pubmed_formula
cyclopropane,cyclophosphamide,71,0,pubmed_formula
inomax,angiomax,71,0,manually
fluoxetine hydrochloride,imipramine hydrochloride,71,0,pubmed_formula
cytokines,cysteine,71,0,manually
stelazine,cysteine,71,0,pubmed_formula
diphenoxylate hydrochloride,imipramine hydrochloride,71,0,pubmed_formula
platelet inhibitors,hiv protease inhibitors,71,0,manually
antidiabetic agent,analgesic agents,71,0,manually
divalproex sodium,dantrolene sodium,71,0,pubmed_formula
theobromine,heroin,71,0,pubmed_formula
orasone,dapsone,71,0,pubmed_formula
nandrolone,anadrol,71,0,pubmed_formula
nadolol,anadrol,71,0,pubmed_formula
secobarbitone sodium,heparin sodium,71,0,pubmed_formula
lipitor,gliftor,71,0,pubmed_formula
anaprox,anadrol,71,0,pubmed_formula
kaolin,anabolin,71,0,pubmed_formula
propoxyphene hydrochloride,desipramine hydrochloride,71,0,pubmed_formula
tricor,trecator,71,0,pubmed_formula
isoproterenol hydrochloride,imipramine hydrochloride,71,0,pubmed_formula
dopamine,compazine,71,0,pubmed_formula
psychotropic medications,hypoglycemic medications,71,0,manually
tiagabine,ibogaine,71,0,pubmed_formula
lorazepam,clobazam,71,0,pubmed_formula
meclofenamic acid,clofibric acid,71,0,pubmed_formula
nicotinic acid,clofibric acid,71,0,pubmed_formula
lidocaine,ibogaine,71,0,pubmed_formula
iopidine,clonidine,71,0,pubmed_formula
lapatinib,imatinib,71,0,pubmed_formula
topiramate,topamax,71,1,pubmed_synonyms
dasatinib,imatinib,71,0,pubmed_formula
gefitinib,imatinib,71,0,pubmed_formula
iodine,ibogaine,71,0,pubmed_formula
anticholinergic medications,hypoglycemic medications,71,0,manually
atacand,antacid,71,0,manually
coumarin,compazine,71,0,pubmed_formula
oxytocic agents,hypoglycemic agents,71,0,manually
immunodepressant,cns depressants,71,0,manually
codeine,cocaine,71,0,pubmed_formula
colchicine,cocaine,71,0,pubmed_formula
lignocaine,cocaine,71,0,pubmed_formula
imidazole drugs,imidazole compounds,71,1,manually
cefoxitin,colistin,71,0,pubmed_formula
copaxone,compazine,71,0,manually
coumadin,compazine,71,0,pubmed_formula
olprinone,amrinone,71,0,pubmed_formula
danazol,anadrol,71,0,pubmed_formula
vesprin,heparin,71,0,pubmed_formula
zarontin,neurontin,71,0,pubmed_formula
toxin,digitoxin,71,0,manually
beta-blocking,b-blocking drug,71,1,manually
doxepin,digoxin,71,0,pubmed_formula
hypnotic drugs,neuroleptic drugs,71,0,manually
tolbutamide,4-hydroxytolbutamide,71,0,pubmed_formula
phenelzine sulfate,neomycin sulfate,71,0,pubmed_formula
kanamycin,neomycin,71,0,pubmed_formula
glycosides,glycine,71,0,pubmed_formula
glycosides,glucose,71,0,pubmed_formula
hydantoin,dilantin,71,0,pubmed_formula
tricor,natrecor,71,0,pubmed_formula
pimozide,glipizide,71,0,pubmed_formula
nortriptyline hydrochloride,diphenhydramine hydrochloride,71,0,pubmed_formula
fondaparinux sodium,naproxen sodium,71,0,pubmed_formula
iodine,iodamide,71,0,pubmed_formula
apokyn,naprosyn,71,0,pubmed_formula
sulfoxone,naloxone,71,0,pubmed_formula
salicylic acid,nalidixic acid,71,0,pubmed_formula
nicotinic acid,nalidixic acid,71,0,pubmed_formula
naloxone,nalfon,71,0,pubmed_formula
disopyramide phosphate,disopyramide,71,0,pubmed_formula
hydroxylamine,4-hydroxytamoxifen,71,0,pubmed_formula
thiazide,diazoxide,71,0,pubmed_formula
chlorpheniramine,dexbrompheniramine,71,0,pubmed_formula
dextromethorphan hydrobromide,dextromethorphan,71,0,pubmed_formula
sparine,heparin,71,0,pubmed_formula
haloperidol,haldol,71,1,pubmed_synonyms
lidocaine,dezocine,71,0,pubmed_formula
diltiazem,diazepam,71,0,pubmed_formula
lorazepam,diazepam,71,0,pubmed_formula
temazepam,diazepam,71,0,pubmed_formula
lignocaine,indocin,71,0,pubmed_formula
niacinamide,niacin,71,0,pubmed_formula
lincomycin,indocin,71,0,pubmed_formula
diasone,didanosine,71,0,pubmed_formula
lanoxicaps,lanoxin,71,1,pubmed_synonyms
nicotine,niacin,71,0,pubmed_formula
anti platelet agents,antiplatelet medication,70,1,manually
anti platelet agents,antifungal agents,70,0,manually
antibodies,antidiabetics,70,0,manually
ergocalciferol,rocaltrol,70,0,pubmed_formula
antiglaucoma agents,antineoplastic agents,70,0,manually
tolazamide,acetazolamide,70,0,pubmed_formula
sertindole,sertraline,70,0,pubmed_formula
4-hydroxyatomoxetine,4-hydroxytolbutamide,70,0,pubmed_formula
muscle relaxant drugs,skeletal-muscle relaxants,70,0,manually
antibacterial,antimycobacterial agents,70,0,manually
cinchophen,acetaminophen,70,0,pubmed_formula
sodium valproate,sodium acid phosphate,70,0,pubmed_formula
vardenafil,sildenafil,70,0,pubmed_formula
valproate,acamprosate,70,0,pubmed_formula
granisetron,antiestrogen,70,0,pubmed_formula
camptosar,acamprosate,70,0,pubmed_formula
latanoprost,dinoprost,70,0,pubmed_formula
somatostatin,pentostatin,70,0,pubmed_formula
antiparkinsonian agents,antihypertensive agents,70,0,manually
anti platelet agents,antihypertensive agents,70,0,manually
anesthetic agents,antihypertensive agents,70,0,manually
antipsychotic drug,antiepileptic drugs,70,0,manually
tolazoline,tolazamide,70,0,pubmed_formula
compazine,acetophenazine,70,0,pubmed_formula
desmethylastemizole,desethylamiodarone,70,0,pubmed_formula
ticlopidine,thioridazine,70,0,pubmed_formula
anticonvulsant drugs,antianxiety drugs,70,0,manually
antineoplastic drugs,antianxiety drugs,70,0,manually
antipsychotic agents,antiarrhythmic agent,70,0,manually
thioridazine,thiazide,70,0,pubmed_formula
anesthetic agents,antiarrhythmic agent,70,0,manually
antidiabetic drug,antiarrhythmic drugs,70,0,manually
thyroxine,theobromine,70,0,pubmed_formula
thorazine,theobromine,70,0,pubmed_formula
antithyroid drugs,antiarrhythmic drugs,70,0,manually
antineoplastic drugs,antiarrhythmic drugs,70,0,manually
antidiabetics,antibiotic,70,0,manually
penicillamine,ampicillin,70,0,pubmed_formula
azlocillin,ampicillin,70,0,pubmed_formula
lamotrigine,amphotericin,70,0,pubmed_formula
anxiolytic,antibiotic,70,0,manually
tetracycline,terbutaline,70,0,pubmed_formula
antibodies,antibiotic,70,0,manually
histamine,amphetamine,70,0,pubmed_formula
capecitabine,amphetamine,70,0,pubmed_formula
rifampicin,ampicillin,70,0,pubmed_formula
alendronate,valproate,70,0,pubmed_formula
nonsteroidal antiinflammatory,anti-inflammatory,70,0,manually
antidiabetic agent,anti-arrhythmic agents,70,0,manually
oxymetazoline,tolazoline,70,0,pubmed_formula
antiepileptic drugs,anti-anxiety drugs,70,0,manually
tetracyclic antidepressants,anti-depressants,70,0,manually
ethinamate,topiramate,70,0,pubmed_formula
tricyclic antidepressant,anti-depressants,70,0,manually
anti-malarial drugs,anti-anxiety drugs,70,0,manually
contraceptive product,antacid products,70,0,manually
verapamil hydrochloride,trazodone hydrochloride,70,0,pubmed_formula
antipyrine,anti-migraine,70,0,manually
thyroid drugs,thyroid,70,1,manually
guanethidine,anileridine,70,0,pubmed_formula
trimeprazine,triamterene,70,0,pubmed_formula
antiparkinsonian agents,antipsychotic agents,70,0,manually
anesthetic agents,anesthetic solutions,70,1,manually
antiestrogen,androgen,70,0,pubmed_formula
letrozole,anastrozole,70,0,pubmed_formula
lansoprazole,anastrozole,70,0,pubmed_formula
antineoplastic agents,analgesic agents,70,0,manually
nafcillin,amoxicillin,70,0,pubmed_formula
geocillin,amoxicillin,70,0,manually
tricyclic anti-depressants,antidepressant,70,0,manually
ondansetron,alosetron,70,0,pubmed_formula
granisetron,alosetron,70,0,pubmed_formula
frovatriptan,almotriptan,70,0,pubmed_formula
sulfapyridine,spermidine,70,0,pubmed_formula
ethyl alcohol,alcohol,70,1,drugbank_syn
beta-adrenergic blocking drugs,adrenergic drugs,70,0,manually
vitamin k antagonists,vitamin d analogues,70,0,manually
warfarin sodium,warfarin,70,0,pubmed_formula
antiglaucoma agents,anticonvulsant agents,70,0,manually
dideoxyinosine,adenosine,70,0,pubmed_formula
anticonvulsant drugs,antidepressant drugs,70,0,manually
antineoplastic drugs,antidepressant drugs,70,0,manually
azulfidine,zimelidine,70,0,pubmed_formula
penciclovir,acyclovir,70,0,pubmed_formula
altretamine,acitretin,70,0,pubmed_formula
antineoplastic drugs,anticonvulsant drugs,70,0,manually
antidiabetic medication,antidiabetic drug,70,1,manually
antineoplastic drugs,antidiabetic drug,70,0,manually
antineoplastic agents,anti-arrhythmic agents,70,0,manually
antiplatelet agents,anticonvulsant agents,70,0,manually
isradipine,amlodipine,70,0,pubmed_formula
sulfoxone,sulfonamide,70,0,manually
famotidine,amlodipine,70,0,pubmed_formula
antipyrine,amitriptyline,70,0,pubmed_formula
azathioprine,aminopyrine,70,0,pubmed_formula
dyphylline,aminophylline,70,0,pubmed_formula
anticoagulant medication,anticoagulant,70,1,manually
albendazole,sulphenazole,70,0,pubmed_formula
vitamins,vitamin b-12,70,0,manually
antifungal agents,anticoagulant agents,70,0,manually
anileridine,amiloride,70,0,pubmed_formula
anticonvulsant medications,anticonvulsant,70,1,manually
aminopyrine,amiloride,70,0,pubmed_formula
aminoglycoside,amiloride,70,0,manually
vitamin-d,vitamin b12,70,0,manually
ranitidine,amantadine,70,0,pubmed_formula
azulfidine,sulfapyridine,70,0,pubmed_formula
anticonvulsant drugs,anticoagulant agents,70,0,manually
loratadine,amantadine,70,0,pubmed_formula
famotidine,amantadine,70,0,pubmed_formula
thioridazine,idoxuridine,70,0,pubmed_formula
mercaptopurine,captopril,70,0,pubmed_formula
antipsychotic medications,antipsychotic drug,70,1,manually
miconazole,metronidazole,70,0,pubmed_formula
thiazide,methdilazine,70,0,pubmed_formula
methoxyflurane,enflurane,70,0,pubmed_formula
perphenazine,methenamine,70,0,pubmed_formula
phentolamine,methenamine,70,0,pubmed_formula
promethazine,methenamine,70,0,pubmed_formula
niacinamide,encainide,70,0,pubmed_formula
thioxanthines,methionine,70,0,manually
metrizamide,methsuximide,70,0,pubmed_formula
norfluoxetine,duloxetine,70,0,pubmed_formula
gemifloxacin,enoxacin,70,0,pubmed_formula
omeprazole,metronidazole,70,0,pubmed_formula
paroxetine,duloxetine,70,0,pubmed_formula
pyrilamine,doxylamine,70,0,pubmed_formula
mitoxantrone,mitotane,70,0,pubmed_formula
oxandrolone,mitoxantrone,70,0,pubmed_formula
orphenadrine,morphine,70,0,pubmed_formula
ergotamine,dobutamine,70,0,pubmed_formula
doxylamine,dobutamine,70,0,pubmed_formula
methenamine,methdilazine,70,0,pubmed_formula
levofloxacin,enoxacin,70,0,pubmed_formula
methsuximide,ethionamide,70,0,pubmed_formula
ergotamine,ergonovine,70,0,pubmed_formula
glutethimide,ethionamide,70,0,pubmed_formula
ethosuximide,ethionamide,70,0,pubmed_formula
progestogens,estrogen,70,0,manually
neomycin,erythromycin,70,0,pubmed_formula
arbutamine,ergotamine,70,0,pubmed_formula
sertraline,ergotamine,70,0,pubmed_formula
irbesartan,eprosartan,70,0,pubmed_formula
simethicone,methadone,70,0,pubmed_formula
prednisone,eplerenone,70,0,pubmed_formula
pyridoxine,meperidine,70,0,pubmed_formula
epinephrine,ephedrine,70,0,pubmed_formula
zimelidine,meperidine,70,0,pubmed_formula
mesantoin,mephenytoin,70,1,pubmed_synonyms
phentolamine,mephenytoin,70,0,pubmed_formula
methenamine,methadone,70,0,pubmed_formula
lomefloxacin,enoxacin,70,0,pubmed_formula
diuretic agents,diuretic,70,1,manually
sodium acid phosphate,disopyramide phosphate,70,0,pubmed_formula
iodamide,disopyramide,70,0,pubmed_formula
cyclosporin,cyclopropane,70,0,pubmed_formula
vancomycin,daptomycin,70,0,pubmed_formula
tobramycin,daptomycin,70,0,pubmed_formula
dirithromycin,daptomycin,70,0,pubmed_formula
nandrolone,dantrolene,70,0,pubmed_formula
neomycin,dactinomycin,70,0,pubmed_formula
flucytosine,cytokines,70,0,manually
dicyclomine,cyclosporine,70,0,pubmed_formula
cycloserine,cyclopropane,70,0,pubmed_formula
opiate analgesics,non-narcotic analgesics,70,0,manually
dorzolamide,disopyramide,70,0,pubmed_formula
opioid analgesics,non-narcotic analgesics,70,0,manually
clofazimine,compazine,70,0,pubmed_formula
n-desmethyldiazepam,desacetyldiltiazem,70,0,pubmed_formula
desloratadine,descarboethoxyloratadine,70,1,drugbank_syn
desloratadine,desflurane,70,0,pubmed_formula
disopyramide,desipramine,70,0,pubmed_formula
dopamine,disopyramide,70,0,pubmed_formula
dipyrone,dipyridamole,70,0,pubmed_formula
droperidol,diphenidol,70,0,pubmed_formula
diphenoxylate,diphenidol,70,0,pubmed_formula
naproxen sodium,naproxen,70,0,pubmed_formula
verapamil hydrochloride,diltiazem hydrochloride,70,0,pubmed_formula
streptomycin,neomycin,70,0,pubmed_formula
iopidine,dihydropyridine,70,0,pubmed_formula
neurontin,neuroleptic,70,0,manually
nifedipine,nevirapine,70,0,pubmed_formula
quetiapine,nevirapine,70,0,pubmed_formula
procainamide,niacinamide,70,0,pubmed_formula
zonisamide,nilutamide,70,0,pubmed_formula
exemestane,dexamethasone,70,0,pubmed_formula
desmethylastemizole,desmethyldiltiazem,70,0,manually
l-methionine,ethionamide,70,0,pubmed_formula
nicotinamide,ethionamide,70,0,pubmed_formula
myocardial depressants,cns depressants,70,0,manually
vitamin k antagonists,folic acid antagonists,70,0,manually
furoxone,furazolidone,70,1,pubmed_synonyms
nevirapine,isradipine,70,0,pubmed_formula
nifedipine,isradipine,70,0,pubmed_formula
nimodipine,isradipine,70,0,pubmed_formula
furazolidone,furafylline,70,0,pubmed_formula
sumatriptan,frovatriptan,70,0,pubmed_formula
phentolamine,ketamine,70,0,pubmed_formula
valproic acid,folic acid,70,0,pubmed_formula
formoterol,isoproterenol,70,0,pubmed_formula
glutamate,l-glutamine,70,0,pubmed_formula
flutamide,l-glutamine,70,0,pubmed_formula
histamine,l-histidine,70,0,pubmed_formula
flutamide,fluvoxamine,70,0,pubmed_formula
methenamine,l-methionine,70,0,pubmed_formula
ofloxacin,fluvoxamine,70,0,pubmed_formula
simethicone,l-methionine,70,0,pubmed_formula
levothyroxine,l-tyrosine,70,0,pubmed_formula
nortriptyline hydrochloride,isoproterenol hydrochloride,70,0,pubmed_formula
zonisamide,isoniazide,70,0,pubmed_formula
etomidate,ethionamide,70,0,pubmed_formula
nimodipine,imipramine,70,0,pubmed_formula
piperazine,imipramine,70,0,pubmed_formula
pyrilamine,imipramine,70,0,pubmed_formula
oxycodone,hydrocodone,70,0,pubmed_formula
hydroxychloroquine,hydrochlorothiazide,70,0,pubmed_formula
thorazine,hydralazine,70,0,pubmed_formula
methdilazine,hydralazine,70,0,pubmed_formula
vitamin k antagonists,histamine h2-receptor antagonists,70,0,manually
palonosetron,granisetron,70,0,pubmed_formula
l-glutamine,gallamine,70,0,pubmed_formula
nicotinamide,iodamide,70,0,pubmed_formula
tobramycin,gentamycin,70,0,pubmed_formula
netilmicin,gentamicin,70,0,pubmed_formula
norfloxacin,gemifloxacin,70,0,pubmed_formula
thioridazine,iopidine,70,0,pubmed_formula
altretamine,gallamine,70,0,pubmed_formula
zidovudine,lamivudine,70,0,pubmed_formula
melarsoprol,lansoprazole,70,0,pubmed_formula
lenalidomide,leflunomide,70,0,pubmed_formula
streptokinase,etretinate,70,0,manually
lamivudine,famotidine,70,0,pubmed_formula
spermidine,loperamide,70,0,pubmed_formula
tacrolimus,everolimus,70,0,pubmed_formula
lovastatin,loratadine,70,0,pubmed_formula
ranitidine,loratadine,70,0,pubmed_formula
ethinamate,etretinate,70,0,pubmed_formula
topiramate,etofibrate,70,0,pubmed_formula
flutamide,leflunomide,70,0,pubmed_formula
ethinamate,etidronate,70,0,pubmed_formula
norethindrone,etidronate,70,0,pubmed_formula
etretinate,etidronate,70,0,pubmed_formula
etofibrate,etidronate,70,0,pubmed_formula
tolazamide,ethoxzolamide,70,0,pubmed_formula
mecamylamine,lymecycline,70,0,pubmed_formula
tetracycline,lymecycline,70,0,pubmed_formula
tacrolimus,macrolides,70,0,manually
nizatidine,famotidine,70,0,pubmed_formula
ranitidine,famotidine,70,0,pubmed_formula
azulfidine,lofexidine,70,0,pubmed_formula
meprobamate,felbamate,70,0,pubmed_formula
pentazocine,fluphenazine,70,0,pubmed_formula
paroxetine,fluoxetine,70,0,pubmed_formula
fluvoxamine,fluothane,70,0,pubmed_formula
voriconazole,fluconazole,70,0,pubmed_formula
ketoconazole,fluconazole,70,0,pubmed_formula
itraconazole,fluconazole,70,0,pubmed_formula
fibrate drugs,fibrate,70,1,manually
cefotaxime sodium,levothyroxine sodium,70,0,pubmed_formula
pilocarpine,lidocaine,70,0,pubmed_formula
lincomycin,lignocaine,70,0,pubmed_formula
telithromycin,lincomycin,70,0,pubmed_formula
sevoflurane,fenfluramine,70,0,pubmed_formula
fluvoxamine,fenfluramine,70,0,pubmed_formula
terodiline,felodipine,70,0,pubmed_formula
nimodipine,felodipine,70,0,pubmed_formula
scopolamine,compazine,70,0,pubmed_formula
risperidone,primidone,70,0,pubmed_formula
ziprasidone,primidone,70,0,pubmed_formula
promethazine,procaine,70,0,pubmed_formula
pilocarpine,procarbazine,70,0,pubmed_formula
pyrantel,praziquantel,70,0,pubmed_formula
combined oral contraceptives,progestational contraceptives,70,0,manually
fluoxetine hydrochloride,bepridil hydrochloride,70,0,pubmed_formula
ethionamide,benzthiazide,70,0,pubmed_formula
verapamil hydrochloride,buspirone hydrochloride,70,0,pubmed_formula
pentostatin,phenytoin,70,0,pubmed_formula
diltiazem hydrochloride,buspirone hydrochloride,70,0,pubmed_formula
scopolamine,phentolamine,70,0,pubmed_formula
pentostatin,phentolamine,70,0,pubmed_formula
phenacemide,phentolamine,70,0,pubmed_formula
phenylbutazone,phenurone,70,0,pubmed_formula
phenytoin,phenylbutazone,70,0,pubmed_formula
nabumetone,bumetanide,70,0,pubmed_formula
phenacemide,phenyramidol,70,0,pubmed_formula
bumetanide,budesonide,70,0,pubmed_formula
metrizamide,brinzolamide,70,0,pubmed_formula
iodamide,brinzolamide,70,0,pubmed_formula
valproic acid,boric acid,70,0,pubmed_formula
oxolinic acid,boric acid,70,0,pubmed_formula
papaverine,piperazine,70,0,pubmed_formula
troleandomycin,bleomycin,70,0,pubmed_formula
lignocaine,benzocaine,70,0,pubmed_formula
etomidate,bentiromide,70,0,pubmed_formula
lenalidomide,bentiromide,70,0,pubmed_formula
pentostatin,atorvastatin,70,0,pubmed_formula
simvastatin,atorvastatin,70,0,pubmed_formula
fluvastatin,atorvastatin,70,0,pubmed_formula
folic acid,ascorbic acid,70,0,pubmed_formula
naratriptan,arthropan,70,0,pubmed_formula
carbimazole,aripiprazole,70,0,pubmed_formula
s-warfarin,r(+) warfarin,70,0,manually
maprotiline,arecoline,70,0,pubmed_formula
cabergoline,arecoline,70,0,pubmed_formula
mephenytoin,aquamephyton,70,0,pubmed_formula
ranitidine,apraclonidine,70,0,pubmed_formula
anesthetic agents,antithrombotic agent,70,0,manually
ranitidine,antipyrine,70,0,pubmed_formula
nortriptyline,antipyrine,70,0,pubmed_formula
risperidone,reserpine,70,0,pubmed_formula
rifapentine,rifabutin,70,0,pubmed_formula
rocuronium,atracurium,70,0,pubmed_formula
vincristine,quinupristin,70,0,pubmed_formula
azathioprine,atropine,70,0,pubmed_formula
hydroxylamine,pyrilamine,70,0,pubmed_formula
benzthiazide,bentiromide,70,0,pubmed_formula
macrolide antibiotics,bacteriostatic antibiotic,70,0,manually
sulfonamide antibiotics,b-lactam antibiotics,70,0,manually
opioid analgesics,pure agonist opioid analgesic,70,0,manually
pyrilamine,pyridoxine,70,0,pubmed_formula
spermidine,pyridoxine,70,0,pubmed_formula
sulfapyridine,pyridoxine,70,0,pubmed_formula
phenurone,phenobarbitone,70,0,pubmed_formula
pargyline,cabergoline,70,0,pubmed_formula
clofazimine,clozapine,70,0,pubmed_formula
anesthetic agents,chemotherapeutic agents,70,0,manually
histamine,cholestyramine,70,0,pubmed_formula
halothane,chlorthalidone,70,0,pubmed_formula
thorazine,chlorpromazine,70,1,pubmed_synonyms
compazine,chlorpromazine,70,0,pubmed_formula
lignocaine,chirocaine,70,0,pubmed_formula
diphenoxylate hydrochloride,nortriptyline hydrochloride,70,0,pubmed_formula
colchicine,chirocaine,70,0,pubmed_formula
tolazamide,olanzapine,70,0,pubmed_formula
clonidine,ciclesonide,70,0,pubmed_formula
tolazoline,olanzapine,70,0,pubmed_formula
contraceptive agents,chemotherapeutic agents,70,0,manually
zimelidine,cevimeline,70,0,pubmed_formula
oxymetazoline,omeprazole,70,0,pubmed_formula
palonosetron,ondansetron,70,0,pubmed_formula
cimetidine,cevimeline,70,0,pubmed_formula
pentamidine,orphenadrine,70,0,pubmed_formula
terfenadine,orphenadrine,70,0,pubmed_formula
famotidine,cimetidine,70,0,pubmed_formula
phenothiazine,phenelzine,70,0,pubmed_formula
pilocarpine,clozapine,70,0,pubmed_formula
ticlopidine,clozapine,70,0,pubmed_formula
ofloxacin,cloxacillin,70,0,pubmed_formula
nafcillin,cloxacillin,70,0,pubmed_formula
clofazimine,clonidine,70,0,pubmed_formula
phenazepam,clonazepam,70,0,pubmed_formula
kanamycin,clindamycin,70,0,pubmed_formula
rifamycin,clindamycin,70,0,pubmed_formula
meperidine,cimetidine,70,0,pubmed_formula
dactinomycin,clindamycin,70,0,pubmed_formula
risperidone,cisapride,70,0,pubmed_formula
norfloxacin,cinoxacin,70,0,pubmed_formula
cloxacillin,cinoxacin,70,0,pubmed_formula
clindamycin,cinoxacin,70,0,pubmed_formula
ranitidine,cimetidine,70,0,pubmed_formula
nizatidine,cimetidine,70,0,pubmed_formula
methionine,cimetidine,70,0,pubmed_formula
cimetidine,cetirizine,70,0,pubmed_formula
epirubicin,cerubidine,70,0,pubmed_formula
spermidine,cerubidine,70,0,pubmed_formula
phentolamine,pentazocine,70,0,pubmed_formula
imidazole,carbimazole,70,0,pubmed_formula
arbutamine,carbamazepine,70,0,pubmed_formula
pentostatin,pentagastrin,70,0,pubmed_formula
penthrane,pentamidine,70,0,pubmed_formula
carbimazole,carbachol,70,0,pubmed_formula
penthrane,pentazocine,70,0,pubmed_formula
perphenazine,pentazocine,70,0,pubmed_formula
phenytoin,pentazocine,70,0,pubmed_formula
purinethol,oxipurinol,70,0,pubmed_formula
promethazine,pentazocine,70,0,pubmed_formula
terfenadine,perphenazine,70,0,pubmed_formula
piperazine,persantine,70,0,pubmed_formula
propantheline,persantine,70,0,pubmed_formula
prostin e2,persantine,70,0,pubmed_formula
ranitidine,persantine,70,0,pubmed_formula
phenelzine,phencyclidine,70,0,pubmed_formula
pyrilamine,penicillamine,70,0,pubmed_formula
arbutamine,carmustine,70,0,pubmed_formula
norfluoxetine,paroxetine,70,0,pubmed_formula
enoximone,cefmenoxime,70,0,pubmed_formula
meperidine,cerubidine,70,0,pubmed_formula
cimetidine,cerubidine,70,0,pubmed_formula
cetirizine,cerubidine,70,0,pubmed_formula
fluvastatin,cerivastatin,70,0,pubmed_formula
cerivastatin sodium,cephalothin sodium,70,0,pubmed_formula
halothane,cephalothin,70,0,pubmed_formula
paroxetine,pancreatin,70,1,manually
meperidine,cephaloridine,70,0,pubmed_formula
cerubidine,cephaloridine,70,0,pubmed_formula
cephalosporin,cephalexin,70,0,pubmed_formula
cephaloridine,cephalexin,70,0,pubmed_formula
cefditoren,ceftibuten,70,0,pubmed_formula
gemfibrozil,cefprozil,70,0,pubmed_formula
prostin e2,paroxetine,70,0,pubmed_formula
copaxone,cefoperazone,70,0,manually
pyridoxine,paroxetine,70,0,pubmed_formula
nateglinide,encainide,70,0,pubmed_formula
